"icd","icddesc","icdvers","hcc2013","hccesrd","hcc","rxhcc","inhcc2013","inhccesrd","inhcc","inrxhcc","year"
"2274","Ben neopl pineal gland ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"22802","Hemangioma intracranial ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"2370","Unc behav neo pituitary ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"2371","Unc behav neo pineal ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"2373","Unc behav neo paragang ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"2375","Unc beh neo brain/spinal",9,10,12,12,,"Yes","Yes","Yes","No",2014
"2376","Unc behav neo meninges ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"23770","Neurofibromatosis NOS ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"23771","Neurofibromatosis type I",9,10,12,12,,"Yes","Yes","Yes","No",2014
"23772","Neurofibromatosis typ II",9,10,12,12,,"Yes","Yes","Yes","No",2014
"23773","Schwannomatosis ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"23779","Neurofibromatosis NEC ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"2379","Unc beh neo nerv sys NEC",9,10,12,12,,"Yes","Yes","Yes","No",2014
"2384","Polycythemia vera ",9,,48,48,,"No","Yes","Yes","No",2014
"2386","Plasmacytoma NOS ",9,,,,9,"No","No","No","Yes",2014
"23871","Essntial thrombocythemia",9,,48,48,,"No","Yes","Yes","No",2014
"23872","Low grde myelody syn les",9,44,46,46,48,"Yes","Yes","Yes","Yes",2014
"23873","Hi grde myelodys syn les",9,44,46,46,9,"Yes","Yes","Yes","Yes",2014
"23874","Myelodyspls syn w 5q del",9,44,46,46,9,"Yes","Yes","Yes","Yes",2014
"23875","Myelodysplastic synd NOS",9,44,46,46,48,"Yes","Yes","Yes","Yes",2014
"23876","Myelofi w myelo metaplas",9,,46,46,9,"No","Yes","Yes","Yes",2014
"23877","Post tp lymphprolif dis ",9,,48,48,50,"No","Yes","Yes","Yes",2014
"23879","Lymph/hematpoitc tis NEC",9,,48,48,50,"No","Yes","Yes","Yes",2014
"2396","Brain neoplasm NOS ",9,10,12,12,,"Yes","Yes","Yes","No",2014
"2400","Simple goiter ",9,,,,20,"No","No","No","Yes",2014
"2409","Goiter NOS ",9,,,,20,"No","No","No","Yes",2014
"2410","Nontox uninodular goiter",9,,,,20,"No","No","No","Yes",2014
"2411","Nontox multinodul goiter",9,,,,20,"No","No","No","Yes",2014
"2419","Nontox nodul goiter NOS ",9,,,,20,"No","No","No","Yes",2014
"24200","Tox dif goiter no crisis",9,,,,20,"No","No","No","Yes",2014
"24201","Tox dif goiter w crisis ",9,,,,20,"No","No","No","Yes",2014
"24210","Tox uninod goit no cris ",9,,,,20,"No","No","No","Yes",2014
"24211","Tox uninod goit w crisis",9,,,,20,"No","No","No","Yes",2014
"24220","Tox multnod goit no cris",9,,,,20,"No","No","No","Yes",2014
"24221","Tox multnod goit w cris ",9,,,,20,"No","No","No","Yes",2014
"24230","Tox nod goiter no crisis",9,,,,20,"No","No","No","Yes",2014
"24231","Tox nod goiter w crisis ",9,,,,20,"No","No","No","Yes",2014
"24240","Thyrotox-ect nod no cris",9,,,,20,"No","No","No","Yes",2014
"24241","Thyrotox-ect nod w cris ",9,,,,20,"No","No","No","Yes",2014
"24280","Thyrtox orig NEC no cris",9,,,,20,"No","No","No","Yes",2014
"24281","Thyrotox orig NEC w cris",9,,,,20,"No","No","No","Yes",2014
"24290","Thyrotox NOS no crisis ",9,,,,20,"No","No","No","Yes",2014
"24291","Thyrotox NOS w crisis ",9,,,,20,"No","No","No","Yes",2014
"243","Congenital hypothyroidsm",9,,,,20,"No","No","No","Yes",2014
"2440","Postsurgical hypothyroid",9,,,,20,"No","No","No","Yes",2014
"2441","Postablat hypothyr NEC ",9,,,,20,"No","No","No","Yes",2014
"2442","Iodine hypothyroidism ",9,,,,20,"No","No","No","Yes",2014
"2443","Iatrogen hypothyroid NEC",9,,,,20,"No","No","No","Yes",2014
"2448","Acquired hypothyroid NEC",9,,,,20,"No","No","No","Yes",2014
"2449","Hypothyroidism NOS ",9,,,,20,"No","No","No","Yes",2014
"2450","Acute thyroiditis ",9,,,,20,"No","No","No","Yes",2014
"2451","Subacute thyroiditis ",9,,,,20,"No","No","No","Yes",2014
"2452","Chr lymphocyt thyroidit ",9,,,,20,"No","No","No","Yes",2014
"2453","Chr fibrous thyroiditis ",9,,,,20,"No","No","No","Yes",2014
"2454","Iatrogenic thyroiditis ",9,,,,20,"No","No","No","Yes",2014
"2458","Chr thyroiditis NEC/NOS ",9,,,,20,"No","No","No","Yes",2014
"2459","Thyroiditis NOS ",9,,,,20,"No","No","No","Yes",2014
"2460","Dis thyrocalciton secret",9,,,,20,"No","No","No","Yes",2014
"2461","Dyshormonogenic goiter ",9,,,,20,"No","No","No","Yes",2014
"2462","Cyst of thyroid ",9,,,,20,"No","No","No","Yes",2014
"2463","Hemorr/infarc thyroid ",9,,,,20,"No","No","No","Yes",2014
"2468","Disorders of thyroid NEC",9,,,,20,"No","No","No","Yes",2014
"2469","Disorder of thyroid NOS ",9,,,,20,"No","No","No","Yes",2014
"24900","Sec DM wo cmp nt st uncn",9,19,19,19,15,"Yes","Yes","Yes","Yes",2014
"24901","Sec DM wo comp uncontrld",9,19,19,19,15,"Yes","Yes","Yes","Yes",2014
"24910","Sec DM keto nt st uncntr",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"24911","Sec DM ketoacd uncntrld ",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"24920","Sec DM hpros nt st uncnr",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"24921","Sec DM hprosmlr uncntrld",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"24930","Sec DM ot cma nt st uncn",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"24931","Sec DM oth coma uncntrld",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"24940","Sec DM renl nt st uncntr",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"24941","Sec DM renal uncontrld ",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"24950","Sec DM ophth nt st uncn ",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"24951","Sec DM ophth uncontrld ",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"24960","Sec DM neuro nt st uncn ",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"24961","Sec DM neuro uncontrld ",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"24970","Sec DM circ nt st uncntr",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"24971","Sec DM circ uncontrld ",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"24980","Sec DM oth nt st uncontr",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"24981","Sec DM other uncontrld ",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"24990","Sec DM unsp nt st uncon ",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"24991","Sec DM unsp uncontrold ",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"25000","DMII wo cmp nt st uncntr",9,19,19,19,15,"Yes","Yes","Yes","Yes",2014
"25001","DMI wo cmp nt st uncntrl",9,19,19,19,15,"Yes","Yes","Yes","Yes",2014
"25002","DMII wo cmp uncntrld ",9,19,19,19,15,"Yes","Yes","Yes","Yes",2014
"25003","DMI wo cmp uncntrld ",9,19,19,19,15,"Yes","Yes","Yes","Yes",2014
"25010","DMII keto nt st uncntrld",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25011","DMI keto nt st uncntrld ",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25012","DMII ketoacd uncontrold ",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25013","DMI ketoacd uncontrold ",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25020","DMII hprsm nt st uncntrl",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25021","DMI hprsm nt st uncntrld",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25022","DMII hprosmlr uncontrold",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25023","DMI hprosmlr uncontrold ",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25030","DMII o cm nt st uncntrld",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25031","DMI o cm nt st uncntrld ",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25032","DMII oth coma uncontrold",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25033","DMI oth coma uncontrold ",9,17,17,17,14,"Yes","Yes","Yes","Yes",2014
"25040","DMII renl nt st uncntrld",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"25041","DMI renl nt st uncntrld ",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"25042","DMII renal uncntrld ",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"25043","DMI renal uncntrld ",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"25050","DMII ophth nt st uncntrl",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"25051","DMI ophth nt st uncntrld",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"25052","DMII ophth uncntrld ",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"25053","DMI ophth uncntrld ",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"25060","DMII neuro nt st uncntrl",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"25061","DMI neuro nt st uncntrld",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"25062","DMII neuro uncntrld ",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"25063","DMI neuro uncntrld ",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"25070","DMII circ nt st uncntrld",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"25071","DMI circ nt st uncntrld ",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"25072","DMII circ uncntrld ",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"25073","DMI circ uncntrld ",9,15,18,18,14,"Yes","Yes","Yes","Yes",2014
"25080","DMII oth nt st uncntrld ",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"25081","DMI oth nt st uncntrld ",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"25082","DMII oth uncntrld ",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"25083","DMI oth uncntrld ",9,16,18,18,14,"Yes","Yes","Yes","Yes",2014
"25090","DMII unspf nt st uncntrl",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"25091","DMI unspf nt st uncntrld",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"25092","DMII unspf uncntrld ",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"25093","DMI unspf uncntrld ",9,18,18,18,14,"Yes","Yes","Yes","Yes",2014
"2510","Hypoglycemic coma ",9,,23,23,,"No","Yes","Yes","No",2014
"2514","Abn secretion glucagon ",9,32,,,31,"Yes","No","No","Yes",2014
"2515","Abnorm secretion gastrin",9,32,,,31,"Yes","No","No","Yes",2014
"2518","Pancreatic disorder NEC ",9,32,,,31,"Yes","No","No","Yes",2014
"2519","Pancreatic disorder NOS ",9,32,,,31,"Yes","No","No","Yes",2014
"25200","Hyperparathyroidism NOS ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25201","Primary hyperparathyroid",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25202","Sec hyprprthyrd nonrenal",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25208","Hyperparathyroidism NEC ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2521","Hypoparathyroidism ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2528","Parathyroid disorder NEC",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2529","Parathyroid disorder NOS",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2530","Acromegaly and gigantism",9,,23,23,18,"No","Yes","Yes","Yes",2014
"2531","Ant pituit hyperfunc NEC",9,,23,23,18,"No","Yes","Yes","Yes",2014
"2532","Panhypopituitarism ",9,,23,23,18,"No","Yes","Yes","Yes",2014
"2533","Pituitary dwarfism ",9,,23,23,18,"No","Yes","Yes","Yes",2014
"2534","Anter pituitary dis NEC ",9,,23,23,18,"No","Yes","Yes","Yes",2014
"2535","Diabetes insipidus ",9,,23,23,18,"No","Yes","Yes","Yes",2014
"2536","Neurohypophysis dis NEC ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2537","Iatrogenic pituitary dis",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2538","Pituitary disorder NEC ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2539","Pituitary disorder NOS ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2540","Persist hyperplas thymus",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2541","Abscess of thymus ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2548","Diseases of thymus NEC ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2549","Disease of thymus NOS ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2550","Cushing's syndrome ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25510","Hyperaldosteronism NOS ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25511","Glucrtcod-rem aldsternsm",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25512","Conn's syndrome ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25513","Bartter's syndrome ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25514","Secondry aldosternsm NEC",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2552","Adrenogenital disorders ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2553","Corticoadren overact NEC",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25541","Glucocorticoid deficient",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25542","Mineralcorticoid defcnt ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2555","Adrenal hypofunction NEC",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2556","Medulloadrenal hyperfunc",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2558","Adrenal disorder NEC ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2559","Adrenal disorder NOS ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25801","Mult endo neoplas type I",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25802","Mult endo neop type IIA ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"25803","Mult endo neop type IIB ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2581","Comb endocr dysfunct NEC",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2588","Polyglandul dysfunc NEC ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2589","Polyglandul dysfunc NOS ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2592","Carcinoid syndrome ",9,10,12,12,11,"Yes","Yes","Yes","Yes",2014
"260","Kwashiorkor ",9,21,21,21,,"Yes","Yes","Yes","No",2014
"261","Nutritional marasmus ",9,21,21,21,,"Yes","Yes","Yes","No",2014
"262","Oth severe malnutrition ",9,21,21,21,,"Yes","Yes","Yes","No",2014
"2630","Malnutrition mod degree ",9,21,21,21,,"Yes","Yes","Yes","No",2014
"2631","Malnutrition mild degree",9,21,21,21,,"Yes","Yes","Yes","No",2014
"2632","Arrest devel d/t malnutr",9,21,21,21,,"Yes","Yes","Yes","No",2014
"2638","Protein-cal malnutr NEC ",9,21,21,21,,"Yes","Yes","Yes","No",2014
"2639","Protein-cal malnutr NOS ",9,21,21,21,,"Yes","Yes","Yes","No",2014
"2680","Rickets, active ",9,,,,45,"No","No","No","Yes",2014
"2682","Osteomalacia NOS ",9,,,,45,"No","No","No","Yes",2014
"2700","Amino-acid transport dis",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2701","Phenylketonuria - pku ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2702","Arom amin-acid metab NEC",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2703","Bran-chain amin-acid dis",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2704","Sulph amino-acid met dis",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2705","Dis histidine metabolism",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2706","Dis urea cycle metabol ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2707","Straig amin-acid met NEC",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2708","Dis amino-acid metab NEC",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2709","Dis amino-acid metab NOS",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2710","Glycogenosis ",9,,23,23,18,"No","Yes","Yes","Yes",2014
"2711","Galactosemia ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2714","Renal glycosuria ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2718","Dis carbohydr metab NEC ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2719","Dis carbohydr metab NOS ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2720","Pure hypercholesterolem ",9,,,,23,"No","No","No","Yes",2014
"2721","Pure hyperglyceridemia ",9,,,,23,"No","No","No","Yes",2014
"2722","Mixed hyperlipidemia ",9,,,,23,"No","No","No","Yes",2014
"2723","Hyperchylomicronemia ",9,,,,23,"No","No","No","Yes",2014
"2724","Hyperlipidemia NEC/NOS ",9,,,,23,"No","No","No","Yes",2014
"2725","Lipoprotein deficiencies",9,,,,23,"No","No","No","Yes",2014
"2727","Lipidoses ",9,,23,23,,"No","Yes","Yes","No",2014
"2728","Lipoid metabol dis NEC ",9,,,,23,"No","No","No","Yes",2014
"2729","Lipoid metabol dis NOS ",9,,,,23,"No","No","No","Yes",2014
"2732","Paraproteinemia NEC ",9,,23,23,,"No","Yes","Yes","No",2014
"2733","Macroglobulinemia ",9,,23,23,,"No","Yes","Yes","No",2014
"2734","Alpha-1-antitrypsin def ",9,,23,23,18,"No","Yes","Yes","Yes",2014
"27501","Heredit hemochromatosis ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27503","Hemochromatosis NEC ",9,,,,19,"No","No","No","Yes",2014
"27509","Disord iron metablsm NEC",9,,,,19,"No","No","No","Yes",2014
"2751","Dis copper metabolism ",9,,,,19,"No","No","No","Yes",2014
"2753","Dis phosphorus metabol ",9,,,,19,"No","No","No","Yes",2014
"27700","Cystic fibros w/o ileus ",9,107,110,110,103,"Yes","Yes","Yes","Yes",2014
"27701","Cystic fibrosis w ileus ",9,107,110,110,103,"Yes","Yes","Yes","Yes",2014
"27702","Cystic fibros w pul man ",9,107,110,110,103,"Yes","Yes","Yes","Yes",2014
"27703","Cystic fibrosis w GI man",9,107,110,110,103,"Yes","Yes","Yes","Yes",2014
"27709","Cystic fibrosis NEC ",9,107,110,110,103,"Yes","Yes","Yes","Yes",2014
"2771","Dis porphyrin metabolism",9,,23,23,19,"No","Yes","Yes","Yes",2014
"2772","Purine/pyrimid dis NEC ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27730","Amyloidosis NOS ",9,,23,23,,"No","Yes","Yes","No",2014
"27731","Fam Mediterranean fever ",9,,23,23,,"No","Yes","Yes","No",2014
"27739","Amyloidosis NEC ",9,,23,23,,"No","Yes","Yes","No",2014
"2775","Mucopolysaccharidosis ",9,,23,23,18,"No","Yes","Yes","Yes",2014
"2776","Defic circul enzyme NEC ",9,,23,23,18,"No","Yes","Yes","Yes",2014
"27781","Primary carnitine defncy",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27782","Crnitne def d/t nb met ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27783","Iatrogenic carnitine def",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27784","Sec carnitine defncy NEC",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27785","Disorders acid oxidation",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27786","Peroxisomal disorders ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27787","Dis mitochondrial metab ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27789","Metabolism disorder NEC ",9,,23,23,19,"No","Yes","Yes","Yes",2014
"27801","Morbid obesity ",9,,22,22,21,"No","Yes","Yes","Yes",2014
"27803","Obesity hypovent synd ",9,,22,22,21,"No","Yes","Yes","Yes",2014
"27900","Hypogammaglobulinem NOS ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27901","Selective iga immunodef ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27902","Selective IgM immunodef ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27903","Selective ig defic NEC ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27904","Cong hypogammaglobulinem",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27905","Immunodefic w hyper-igm ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27906","Common variabl immunodef",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27909","Humoral immunity def NEC",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27910","Immundef t-cell def NOS ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27911","Digeorge's syndrome ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27912","Wiskott-aldrich syndrome",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27913","Nezelof's syndrome ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27919","Defic cell immunity NOS ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"2792","Combined immunity defic ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"2793","Immunity deficiency NOS ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27941","Autoimmun lymphprof synd",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27949","Autoimmune disease NEC ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27950","Graft-versus-host NOS ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27951","Ac graft-versus-host dis",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27952","Chronc graft-vs-host dis",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"27953","Ac on chrn grft-vs-host ",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"2798","Immune mechanism dis NEC",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"2799","Immune mechanism dis NOS",9,45,47,47,49,"Yes","Yes","Yes","Yes",2014
"2820","Hereditary spherocytosis",9,,48,48,,"No","Yes","Yes","No",2014
"2821","Heredit elliptocytosis ",9,,48,48,,"No","Yes","Yes","No",2014
"2822","Glutathione dis anemia ",9,,48,48,,"No","Yes","Yes","No",2014
"2823","Enzyme defic anemia NEC ",9,,48,48,,"No","Yes","Yes","No",2014
"28241","Thlasema Hb-S w/o crisis",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28242","Thlassemia Hb-S w crisis",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28243","Alpha thalassemia ",9,,48,48,,"No","Yes","Yes","No",2014
"28244","Beta thalassemia ",9,,48,48,,"No","Yes","Yes","No",2014
"28245","Delta-beta thalassemia ",9,,48,48,,"No","Yes","Yes","No",2014
"28247","Hgb E-beta thalassemia ",9,,48,48,,"No","Yes","Yes","No",2014
"28249","Thalassemia NEC ",9,,48,48,,"No","Yes","Yes","No",2014
"2825","Sickle-cell trait ",9,,48,48,,"No","Yes","Yes","No",2014
"28260","Sickle cell disease NOS ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28261","Hb-SS disease w/o crisis",9,44,46,46,47,"Yes","Yes","Yes","Yes",2014
"28262","Hb-SS disease w crisis ",9,44,46,46,47,"Yes","Yes","Yes","Yes",2014
"28263","Hb-SS/hb-C dis w/o crsis",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28264","Hb-S/Hb-C dis w crisis ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28268","Hb-S dis w/o crisis NEC ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28269","Hb-SS dis NEC w crisis ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"2827","Hemoglobinopathies NEC ",9,,48,48,,"No","Yes","Yes","No",2014
"2828","Hered hemolytic anem NEC",9,,48,48,,"No","Yes","Yes","No",2014
"2829","Hered hemolytic anem NOS",9,,48,48,,"No","Yes","Yes","No",2014
"2830","Autoimmun hemolytic anem",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28310","Nonauto hem anemia NOS ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28311","Hemolytic uremic synd ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28319","Oth nonauto hem anemia ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"2832","Hemolytic hemoglobinuria",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"2839","Acq hemolytic anemia NOS",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28401","Constitution RBC aplasia",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28409","Const aplastc anemia NEC",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28411","Antin chemo indcd pancyt",9,45,47,47,,"Yes","Yes","Yes","No",2014
"28412","Oth drg indcd pancytopna",9,45,47,47,,"Yes","Yes","Yes","No",2014
"28419","Other pancytopenia ",9,45,47,47,,"Yes","Yes","Yes","No",2014
"2842","Myelophthisis ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28481","Red cell aplasia ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"28489","Aplastic anemias NEC ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"2849","Aplastic anemia NOS ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"2850","Sideroblastic anemia ",9,,48,48,50,"No","Yes","Yes","Yes",2014
"2860","Cong factor viii diord ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"2861","Cong factor IX disorder ",9,44,46,46,50,"Yes","Yes","Yes","Yes",2014
"2862","Cong factor xi disorder ",9,,48,48,,"No","Yes","Yes","No",2014
"2863","Cong def clot factor NEC",9,,48,48,,"No","Yes","Yes","No",2014
"2864","Von willebrand's disease",9,,48,48,,"No","Yes","Yes","No",2014
"28652","Acquired hemophilia ",9,,48,48,,"No","Yes","Yes","No",2014
"28653","Antiphospholipid w hemor",9,,48,48,,"No","Yes","Yes","No",2014
"28659","Ot hem d/t circ anticoag",9,,48,48,,"No","Yes","Yes","No",2014
"2866","Defibrination syndrome ",9,,48,48,,"No","Yes","Yes","No",2014
"2867","Acq coagul factor defic ",9,,48,48,,"No","Yes","Yes","No",2014
"2869","Coagulat defect NEC/NOS ",9,,48,48,,"No","Yes","Yes","No",2014
"2870","Allergic purpura ",9,,48,48,,"No","Yes","Yes","No",2014
"2871","Thrombocytopathy ",9,,48,48,,"No","Yes","Yes","No",2014
"2872","Purpura NOS ",9,,48,48,,"No","Yes","Yes","No",2014
"28730","Prim thrombocytopen NOS ",9,,48,48,,"No","Yes","Yes","No",2014
"28731","Immune thrombocyt purpra",9,,48,48,,"No","Yes","Yes","No",2014
"28732","Evans' syndrome ",9,,48,48,,"No","Yes","Yes","No",2014
"28733","Cong/herid thromb purpra",9,,48,48,,"No","Yes","Yes","No",2014
"28739","Prim thrombocytopen NEC ",9,,48,48,,"No","Yes","Yes","No",2014
"2875","Thrombocytopenia NOS ",9,,48,48,,"No","Yes","Yes","No",2014
"2878","Hemorrhagic cond NEC ",9,,48,48,,"No","Yes","Yes","No",2014
